postTitle,profileId,profileName,text,date,Social Media,Cash,CPF Medisave,Income Tax Rebate,CPF RA -SA,NS Credits,CDC Vouchers,U-Save Rebates,S&CC Rebates,Education/Training,Retrenchment,General 
We also asked them to summarise the budget in 11 words.,pfbid02kyqj9wjfQu5LLv5Nx9SpHTTcAvW2dfhvoUQeidiKzb9tUALAATGLX8cb262gwBikl,Paul Paul,2024將是一個WRONG年什麼都起價吃不消呀!!! 李显Wrong交棒在Wrong年是最Wrong時刻,17/2/2024 16:22,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02aXWJPVoqGLKrhe9r6X8WKRFKHrapdkNJciFVngJqXecsZRUW2U4d1BEdzoBBADwEl,Arulsamy Anthony,Do u think they dare say anything  oppose to their future boss about  the skillfuture for seniors the problem  is COST  if u have more skills will u b cheaper especially in construction and marine if there is any truth make sure all foreman n supervisors  jobs goes to locals who have ITE N POLY DIPLOMA how will they join these industries  to take instructions from cheap foreigners we need more foreign  workers,17/2/2024 16:04,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0xXJMDXAHkUnZk74BbBt6TBiFFGxvDbjmFGZsgZGLBoytj4gx3bKvZS3qeg9j4RPhl,Calos Lok,asking that 10 person ... same theory like asking how your boss planning.. who dare to say bad about it...,17/2/2024 14:14,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02nmbCpUjZMxsx1qV2DTN2K1z5SyjeCFj9JdYiWD9wyBc1iAFKHNTzNasGvKetcAaJl,Patrick Neo,Plp to the max. HP hit the nail.,17/2/2024 14:30,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02F1YTcqypiQiXa53NN8wzusrNY8bz6EyDofbjNFcd5zACJdJa8xpcZpxknr9rTksal,Georgie Georgie,What do we expected to hear from them? Rubbish. Might as well ask 100 people in a survey and said 101% say GOOD BUDGET.,18/2/2024 8:57,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02da6hpSrWH8bdKYQ6X5b6ViJ3MWpUdjK2Peitfdf1ssJLBVepbbPxLy3x1MqVZj9zl,Bu Liang Shuai,"What is the significance of 11? Why cannot 1 word, 2 words, 10 words or 20 words?",17/2/2024 15:58,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02mvzU34EkQ2RUhEdKg6gHTz5dLHZ51LXyQfEmycxwgQQCV7kUj4bfn6JyBJ9riX7ql,Joy Joy Joy,A DUMB S DELIVERED EQUATES TO PURE GREED AND EXTRA SWELL IN THIER POCKETS !!!,17/2/2024 14:27,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,,17/2/2024 16:25,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,1.00E+14,Chua Lee Kheng,People at the top only know how to give interview and talk cock and bull story. We Singaporeans are not fools! 🤣👰👍,19/2/2024 8:54,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid096BqYszZMKUFSGuYYrquaZFYDLyuJ3dLuR9L49JmLhmmH9iotZW9zh4GRxESn91Wl,Tan Tan,Usual nonsense communist propaganda! Ownself ask ownself,17/2/2024 14:16,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02d2yTigkjh9vug1RPRhNWE7FYp2yHP78G9GXsBUWK1fzBkZXdQp6dHvv9rcPjsbaCl,Winnie Kitties Doggies,"only give per person few hundred dollars. so stingy.  I expect few thousand dollars, the more the merrier.  now hawker n kopitiam food price increased.    MONEY NO ENOUGH TO EAT  😂 😂",17/2/2024 19:53,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,"Bravo👏👏👏👏👏Only MP TPL is sincer;;; 八字好""又有金包銀命水::碗臉桃花運::上等人之上等;;吃不完啊啊啊:; 加油吧Mdm TPL.Cheers 🍺🍻🍺🍻🍺🍻🍻🍻🍻🍺🍺😊😊",17/2/2024 14:18,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02rLKo2topvcBYJgBPYrzAT1MXFsjjFiUz2CBXJcQkgKVGWWi3Lp8WaGTYtstvQEvEl,John CidSmith,"Koh Ah Chwee, your favourite people telling stories。",17/2/2024 14:27,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02JdzSHPMXgZBnkod6Sgi2BQTwRuS2G2nd3sTqdwSkdstxj3b89RBnea8e2EjvnzKil,Steven Ling,"Politic crime must be out ish by whip and also to be punish by death penalty.

Only allow 1 coffin same for their politic crime member entire family. Save budget and no place. Most saving base on filing count. Funeral also to be ban for held due reputation case from resolution.",17/2/2024 20:59,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid05LRUEm3xBegPTbCBn9x5noYBuJXp7PgkKN2b3xxzQ4bMRdnkseAvYuN2fbkjW4Hol,Louay Ratgay,"Its like asking Macdonald's staffs if McNuggets are nice? Conduct interviews with Singaporeans and see what they say? Not fake New Citizens or PRs but real born and bred Singaporeans. Ask if it makes sense to pay thousands in GST 9% then government return only miserable few hundred dollars? GST is permanent and this ""cash back"" is one off.",17/2/2024 17:30,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0XmjSpDXiVTh4xXkPvBkLc3D1f6uhPDDvG2VUSatKvTk34eo9u1CFyMSqAf9Bsfvjl,Oliver Tang,Ownself ask ownself,17/2/2024 14:12,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0MQRR6KxctVWd3iaRFat3NRCDAVLxN9oa5tjoJV5xEBPNhKC3J7Ka4nThHDkfDnWql,John Hope,Typical PAP dogs,18/2/2024 11:54,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0HKYZnjwTFkG23FJh43cvyyaT21xDiuNAuSfjHdWkcHyQbyVrtHd9fmdWvfK6tR2El,Saqib Mohammad,All ownself check ownself,17/2/2024 18:42,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0KmC1Hbq9MG7F4baizjT1FZRFDnbooN9SFVZvQoRAyZBYNZPRr9fuQ96Q611vNmLSl,Wendy Chan,one word ? ERRECTIONS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,17/2/2024 14:25,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Calos Lok you wow!!!,17/2/2024 16:30,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Eric Low indeed only useless psp knows the truth nothing but the truth but cannot hold water coz it is truly a lie!!!!,17/2/2024 16:27,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Tan Tan then why you wanted to live in miseries in a COMMUNIST country???,17/2/2024 16:31,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,Jeremy Chin later kena outshine how sia,18/2/2024 14:39,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0sH9cfrarQ8KkhzMKdKN5hhNu6fhJFXtT3CcdxLhV6KKEuCTFFFuAMvR8KTydVttCl,Yap Jonathan,Jeremy Chin Since when PAP will play fair one?,18/2/2024 14:31,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0FHAJq3okuBW7Lj97iJAhEvDBbfgXszddAc141wNpBJpPcKiLnLkMCkPLWYAAdVmsl,Jeremy Chin,Derrick Ng Should ask in the spirit of fairness.,17/2/2024 17:26,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0374TVPCEHYZ2uLamJq6aJqK91Ka9eapowDZ5LyXdrKSNC43pp1yrwyzg4kGscMyaBl,Derrick Ng,Jeremy Chin disadvantaged to pay and pay of course cannot ask la,17/2/2024 17:12,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"Oliver Tang yes, for you ownself talk ownself",17/2/2024 16:35,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0KmC1Hbq9MG7F4baizjT1FZRFDnbooN9SFVZvQoRAyZBYNZPRr9fuQ96Q611vNmLSl,Wendy Chan,Koh Ah Chwee hide what ?,17/2/2024 17:22,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"Wendy Chan SHOW your ERECTION, why wanted to hide!!!",17/2/2024 16:35,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ja Lee hmmm… ONLY cares,17/2/2024 16:37,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Koh Ah Chwee best of the best to opposition...,17/2/2024 16:35,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,All the way opposition we love you all .... thank you opposition for all your hardwork.....,17/2/2024 16:35,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Koh Ah Chwee wow must vote opposition... tks for support opposition..,17/2/2024 16:32,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ja Lee keqiang enough mai keqiang!!! talking utter nonesense rubbish!!! what is truth is that you are not hunger so can talk big!!!!,17/2/2024 16:28,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"Rabijah Mohd Sheeran nope, like your dreams in DPKR!!! enjoy!!!!",17/2/2024 16:33,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"Ang Amanda nope, MUST ask you!!! you pretended that you dont know what are lies but love to spread them!!!",17/2/2024 16:24,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02da6hpSrWH8bdKYQ6X5b6ViJ3MWpUdjK2Peitfdf1ssJLBVepbbPxLy3x1MqVZj9zl,Bu Liang Shuai,"Ang Amanda Asking them is to see if they slept. TPL never mention specifics, sound like sleeping lol. AP top up last year also have.",17/2/2024 15:55,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,Ang Amanda bcos Mothership Sg also curry favour our PAP.😊😊,17/2/2024 14:29,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,Paul Paul 交给wong,18/2/2024 14:40,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Hudder Toofs you use lah!! who stopping you,17/2/2024 16:33,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Muhamad Gaucho else what are you against?,17/2/2024 16:43,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0HAUrT9wG39rSTbwzgTBtTeBHDyM66RfLy3vg7fwjtYQqJ77jx3ajMmJRXYifc8LBl,Muhamad Gaucho,Koh Ah Chwee nope don't think so. Are you the one?,17/2/2024 16:39,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Muhamad Gaucho how abt you???,17/2/2024 16:23,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02xfhznfjfxgYXjkBEwHoTxVVHkMk2z58XefLNqFHRYiLzw8bKT1otS8pyxChUxUFWl,Jatuh Namu,"Koh Ah Chwee 

The two marks indented on people by the governing body of SIN. One on your forehead and one on your hand.

Your hand produces the wages of SIN and your mind serves the law of SIN",17/2/2024 18:11,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"Jatuh Namu yes, ultimately it is your deliberate choice to choose your own consequences!!!",17/2/2024 16:19,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Benny Chua of coz you are one of them,17/2/2024 16:18,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0aoEWR92eDsWyG6NGMiR5fyEb4kZKmrt3yao4A2iQzfFf9BAgumWA8xnHvbqjZ7SZl,Patrick Zhang,Rai Harischand More like Choir or Backup Singers,18/2/2024 9:20,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ng Yu Neng indeed you are guaranteeing that!!!,17/2/2024 16:22,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,Ng Yu Neng patience;;;; 福建風水世家講;;;三代順順到第四代就沉船::: 看着吧:: 😊😊,17/2/2024 16:18,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,1.00E+14,Chua Lee Kheng,Koh Ah Chwee Are you saying that voting is a futile exercise? 🤣👰👍,19/2/2024 8:58,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"Lee Terence talking nonesense to satisfy your ownself!!! your worthless party provided you with the budget??? indeed you are amongst the 39%, riding on the benefits that the 61% had worked together in providing the budget!!!!",17/2/2024 16:18,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,Lee Terence correction😊😊38+% of me n others only.👍👍🙏,17/2/2024 15:39,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,Ryan Ong new taxes IIR & DTT next year leh?,18/2/2024 14:35,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid06tJXinqa58XUVZFFywCFaP3rY43nhAgGatL83pbXaCXvk2n4xMimScezpLuk2ToQl,CP Lee,"Ryan Ong True lor. For the 1st time no increase in sin taxes. Make smokers and drinkers happy thinking they will vote for Ah Wong. Suppose to impose sugar tax, also no have. Ah Wong thinks he is Cai Shen Yeh.",17/2/2024 16:49,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0XmjSpDXiVTh4xXkPvBkLc3D1f6uhPDDvG2VUSatKvTk34eo9u1CFyMSqAf9Bsfvjl,Oliver Tang,Koh Ah Chwee 阿水！ your mum looking for you !,17/2/2024 16:32,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ryan Ong that is becoz the useless psp had been politicizing everythings!!,17/2/2024 16:22,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02abL2Dps3bawswwQ4NyijmtfyQpe5C7dur67xQHuF6i2j5naa2xDxTJLHvLWb5TZzl,Willie N Yukie Teban,Ryan Ong 🤣🤣🤣,17/2/2024 15:57,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0AfAErwKvXBMbuN2zQkAqfCxdEMjcHMo8rVZVnQE5rxEtGQGAuaGjvHQ2EU6wbq4yl,Ng Yu Neng,Ryan Ong  what a killjoy.,17/2/2024 15:54,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02nmbCpUjZMxsx1qV2DTN2K1z5SyjeCFj9JdYiWD9wyBc1iAFKHNTzNasGvKetcAaJl,Patrick Neo,Koh Ah Chwee my words hurt you IBs?,17/2/2024 18:25,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Patrick Neo how abt you?? arent you PLPing!!!,17/2/2024 16:30,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026YXxXeh6mNdQYXSMY7Mk3bcSowSavTN8RnZej28sZJ3Dqd4LhqxtNvdR77hUdxhPl,Jasmine Jie Min,"Ante Plp just report uncle koh to police if need, i ask him to say what is the “lie” he kept saying but he cant answer me 🤭",18/2/2024 18:35,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,Koh Ah Chwee anybody in your emergency contacts you can 👅?,17/2/2024 18:09,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ante Plp good tries!!! your jealousy abt people earnings remains!!!,17/2/2024 17:59,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,Koh Ah Chwee anybody in your emergency contacts you can 👅?,17/2/2024 17:57,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ante Plp enjoy your continous licking of your worthless party and useless psp!!!,17/2/2024 17:56,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,Koh Ah Chwee anybody in your emergency contacts you can 👅?,17/2/2024 17:52,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ante Plp still in your own jealousy dreams!!!,17/2/2024 17:49,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,Koh Ah Chwee anybody in your emergency contacts you can 👅?,17/2/2024 17:42,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ante Plp your worthless party and useless psp got give energency contacts??? they go emergency collecting political mileage points???,17/2/2024 17:40,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,Koh Ah Chwee anybody in your emergency contacts you can 👅?,17/2/2024 17:37,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ante Plp oh only mon? arent your worthless party and useless psp are 24/7 on the gorund for you!!! poor thing so the 24/7 is only in your dreams!!!,17/2/2024 17:36,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,Koh Ah Chwee don't cry lah. Monday you can start 👅 again ok.,17/2/2024 17:23,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ante Plp of coz none of your worthless party is here to 👅. They went to collect their political mileage points!!!,17/2/2024 17:12,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,Koh Ah Chwee poor lap-pie. Today nobody to 👅 is it? All went CNY gatherings lah.,17/2/2024 17:07,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"Ante Plp yes, your worthless party pritam singh triggered you repeatedly!!!!",17/2/2024 16:53,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid026B29YxebiMbZub47wDzYFWjkkTt7mJnZ3CnaToALUoEHxEaAhqeSz5uMJWbekZhml,Ante Plp,"Koh Ah Chwee 
repeatedly triggered 😂",17/2/2024 16:48,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Ante Plp aiyo same old repeated jealousy!!! no wonder you remained living in your same old miseries!!!,17/2/2024 16:26,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid031ELrDja3K5SsCLku8fovaMyAb9xxwhgu2pX5xw7Ge7JWbkQcbSGQpXBENu6RyjAYl,Gao Lidai,Ante Plp Tua Pei gong,17/2/2024 14:26,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,Mel Cheong 👌🏻👍😁,18/2/2024 14:53,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid0EJvCgg7pnrPraW4yzTi6AL7dCztanrMvAQAewnQDJcjCGrqHQtbe8UQ9M2KpZhytl,Mel Cheong,Whatdoyou Thinkleh oops.. missed that out.. thanks for pointing out..,18/2/2024 14:38,Facebook,1,0,0,0,0,0,0,0,1,0,0
We also asked them to summarise the budget in 11 words.,pfbid02apDRxWHMJg5R4F2sS1gxVgjyWjffVb8XLE17ubA5x2FbzkCuCDVhCNYz1HipLGexl,Whatdoyou Thinkleh,Mel Cheong hazel poa psp,18/2/2024 14:37,Facebook,1,0,0,0,0,0,0,0,1,0,0
